Count,X,Y,Potter,Weasley,Granger,Trip,Close,Far
5857,66.40961095,69.42775897,1,0,0,37,0,1
5858,65.10096465,69.33168469,1,0,0,37,0,1
5859,66.34307772,69.18325593,1,0,0,37,0,1
5860,64.67057168,69.24317891,1,0,0,37,0,4
5861,63.96956343,70.76056693,1,0,0,37,0,7
5862,63.47295402,69.97337834,1,0,0,37,1,10
5863,61.7967276,70.23465184,1,0,0,37,6,21
5864,62.4910789,70.01103581,1,0,0,37,3,16
5865,62.19744123,69.5791107,1,0,0,37,5,18
5866,63.20278106,70.00791724,1,0,0,37,3,12
5867,64.42072572,70.75247149,1,0,0,37,0,4
5868,63.22626967,70.40594234,1,0,0,37,3,12
5869,62.28486628,72.10061871,1,0,0,37,1,16
5870,61.80543768,73.79722288,1,0,0,37,1,5
5871,63.69055708,73.02178111,1,0,0,37,1,4
5872,65.75377055,74.27074344,1,0,0,37,0,0
5873,64.9515233,72.17362128,1,0,0,37,0,2
5874,64.43575158,71.07612143,1,0,0,37,0,4
5875,64.89795614,71.21983038,1,0,0,37,0,4
5876,64.7890548,69.18661668,1,0,0,37,0,2
5877,1.575913651,3.474916356,1,0,0,38,0,0
5878,3.306138202,5.609893716,1,0,0,38,0,0
5879,3.901385621,7.861446632,1,0,0,38,0,0
5880,7.987255094,11.30700963,1,0,0,38,0,0
5881,12.39779969,13.57448383,1,0,0,38,0,0
5882,15.41795705,16.74931613,1,0,0,38,0,1
5883,17.56375641,17.69382465,1,0,0,38,0,0
5884,20.3537559,20.14757485,1,0,0,38,0,0
5885,22.27108656,20.99430003,1,0,0,38,0,0
5886,23.20164032,21.9033423,1,0,0,38,0,0
5887,25.96400364,24.42974583,1,0,0,38,0,0
5888,27.00661035,24.88948494,1,0,0,38,0,1
5889,28.24682745,25.63252983,1,0,0,38,0,2
5890,30.03148285,25.67802434,1,0,0,38,0,3
5891,31.6446597,28.1927395,1,0,0,38,1,12
5892,32.36457323,30.46386387,1,0,0,38,0,10
5893,33.98073924,30.27974968,1,0,0,38,2,12
5894,35.1366816,30.81653662,1,0,0,38,2,16
5895,35.56998675,34.66391739,1,0,0,38,0,2
5896,39.26244524,35.26742747,1,0,0,38,0,0
5897,39.68544045,36.47286531,1,0,0,38,0,0
5898,41.99771642,37.03302398,1,0,0,38,0,0
5899,42.9514238,39.27237975,1,0,0,38,0,1
5900,43.71036001,40.60051993,1,0,0,38,0,2
5901,44.75479672,40.91958228,1,0,0,38,0,2
5902,46.09510986,40.79381868,1,0,0,38,0,4
5903,47.11214875,41.39977387,1,0,0,38,0,4
5904,47.61521844,41.97779712,1,0,0,38,0,1
5905,48.41530043,42.69902661,1,0,0,38,0,1
5906,48.45145711,44.38287472,1,0,0,38,0,0
5907,50.17514132,44.07227154,1,0,0,38,0,1
5908,51.26616147,45.58345196,1,0,0,38,0,0
5909,51.41501744,46.89880578,1,0,0,38,0,0
5910,52.48110334,47.05041903,1,0,0,38,0,0
5911,54.2011767,46.67000786,1,0,0,38,0,0
5912,55.86918643,48.62150717,1,0,0,38,0,0
5913,55.75614265,49.86132266,1,0,0,38,0,1
5914,56.20563302,51.10895482,1,0,0,38,0,2
5915,57.96911438,52.2730257,1,0,0,38,2,17
5916,57.02494745,53.87197393,1,0,0,38,4,13
5917,57.66914354,54.89190746,1,0,0,38,5,18
5918,57.42441972,56.37170339,1,0,0,38,4,39
5919,59.69118891,55.67080202,1,0,0,38,2,26
5920,59.52730382,56.70886067,1,0,0,38,6,29
5921,61.56589231,59.26655987,1,0,0,38,0,4
5922,60.35405298,60.19538243,1,0,0,38,1,7
5923,60.67914617,62.06446494,1,0,0,38,0,1
5924,61.47060325,64.25649283,1,0,0,38,0,0
5925,63.69607423,64.48265501,1,0,0,38,0,0
5926,65.00525542,65.57108591,1,0,0,38,0,1
5927,67.49538,64.2470021,1,0,0,38,0,7
5928,67.72958259,64.74632705,1,0,0,38,0,5
5929,67.58228752,63.02026826,1,0,0,38,5,16
5930,67.73826668,65.21366748,1,0,0,38,0,4
5931,65.72061037,64.97209959,1,0,0,38,0,1
5932,65.16263096,65.13456614,1,0,0,38,0,1
5933,65.12465524,66.65446869,1,0,0,38,0,0
5934,64.62786824,66.86323744,1,0,0,38,0,0
5935,64.46488904,66.08195058,1,0,0,38,0,0
5936,64.57621596,66.23737424,1,0,0,38,0,0
5937,65.64847246,65.88570796,1,0,0,38,0,1
5938,65.7614353,65.78272107,1,0,0,38,0,1
5939,65.71628454,65.71708388,1,0,0,38,0,1
5940,65.51119083,64.1411137,1,0,0,38,1,5
5941,66.34226443,64.4652006,1,0,0,38,1,5
5942,66.08999522,63.85500263,1,0,0,38,1,9
5943,66.20016285,63.8332621,1,0,0,38,1,10
5944,65.8375973,64.25924266,1,0,0,38,1,6
5945,65.63757374,64.70896808,1,0,0,38,0,1
5946,66.40718059,66.58572459,1,0,0,38,0,0
5947,65.62844791,67.32496856,1,0,0,38,0,0
5948,66.56609587,67.14091101,1,0,0,38,0,0
5949,65.8530551,66.91708452,1,0,0,38,0,0
5950,64.92247988,66.18585943,1,0,0,38,0,0
5951,64.62515924,65.43929693,1,0,0,38,0,1
5952,66.92180225,66.2057467,1,0,0,38,0,0
5953,69.29771518,67.35576373,1,0,0,38,0,9
5954,69.33879588,66.11212384,1,0,0,38,0,5
5955,68.38518829,66.27456983,1,0,0,38,0,1
5956,70.10298103,67.78476351,1,0,0,38,1,14
5957,68.88232585,67.70127093,1,0,0,38,0,4
5958,69.72989285,68.39470269,1,0,0,38,1,10
5959,72.25671062,66.89533407,1,0,0,38,7,33
5960,70.96833974,67.88699587,1,0,0,38,6,22
5961,70.09523856,67.48567494,1,0,0,38,1,14
5962,71.07067209,66.8606881,1,0,0,38,5,24
5963,70.15584012,68.31613021,1,0,0,38,1,16
5964,69.70422997,70.32283417,1,0,0,38,0,10
5965,68.66716051,70.17106247,1,0,0,38,1,5
5966,68.90402208,69.88700554,1,0,0,38,1,4
5967,69.62055523,70.32878914,1,0,0,38,0,7
5968,68.59530655,70.50550771,1,0,0,38,1,5
5969,68.42593946,70.74772771,1,0,0,38,1,5
5970,67.15767562,69.28477504,1,0,0,38,0,1
5971,66.6633146,69.87536687,1,0,0,38,0,1
5972,67.21962178,71.11417553,1,0,0,38,0,1
5973,67.05323637,70.05144163,1,0,0,38,0,1
5974,67.55804233,68.99475749,1,0,0,38,0,1
5975,67.96361537,68.69320793,1,0,0,38,0,1
5976,68.03260908,68.20168452,1,0,0,38,0,1
5977,67.27376328,67.93181124,1,0,0,38,0,1
5978,66.63360645,68.04905376,1,0,0,38,0,0
5979,65.60205531,69.00779725,1,0,0,38,0,0
5980,65.28590815,69.1211454,1,0,0,38,0,1
5981,65.15644862,69.11301346,1,0,0,38,0,1
5982,64.35710967,67.66775619,1,0,0,38,0,2
5983,64.64638904,67.7653017,1,0,0,38,0,1
5984,64.091924,65.78020054,1,0,0,38,0,0
5985,63.09907535,65.92884553,1,0,0,38,0,0
5986,63.20820287,65.48827911,1,0,0,38,0,0
5987,61.56179835,63.8047156,1,0,0,38,0,0
5988,62.37070638,64.25358052,1,0,0,38,0,0
5989,62.63737095,65.18688332,1,0,0,38,0,0
5990,62.63598107,67.08416902,1,0,0,38,0,2
5991,61.50945597,65.76806332,1,0,0,38,0,1
5992,60.98285011,66.37593854,1,0,0,38,0,1
5993,59.53980786,65.70459858,1,0,0,38,0,0
5994,59.92944888,66.14541678,1,0,0,38,0,1
5995,59.56290387,65.21320165,1,0,0,38,0,0
5996,59.9827405,64.37908309,1,0,0,38,0,0
5997,59.47127505,65.48551652,1,0,0,38,0,0
5998,59.13586697,63.82611711,1,0,0,38,0,0
5999,61.54560309,63.55756407,1,0,0,38,0,0
6000,61.3726324,65.0097572,1,0,0,38,0,0
6001,61.19504791,65.21862604,1,0,0,38,0,0
6002,61.762907,65.39538455,1,0,0,38,0,0
6003,64.32680198,63.32041339,1,0,0,38,0,3
6004,64.1151909,64.94548239,1,0,0,38,0,1
6005,65.28120963,64.01964612,1,0,0,38,0,4
6006,64.99659201,62.08548021,1,0,0,38,1,11
6007,65.35267362,62.25112853,1,0,0,38,2,12
6008,63.5878506,62.23247141,1,0,0,38,0,2
6009,63.12955988,63.41700448,1,0,0,38,0,0
6010,61.99612953,62.96306446,1,0,0,38,0,0
6011,61.59358445,64.25014153,1,0,0,38,0,0
6012,60.57873283,64.18319893,1,0,0,38,0,0
6013,58.89827636,62.9561657,1,0,0,38,0,4
6014,59.17256696,62.01966754,1,0,0,38,0,5
6015,58.42262199,63.10283272,1,0,0,38,0,4
6016,59.62594291,61.45040822,1,0,0,38,0,6
6017,59.44300831,60.53170447,1,0,0,38,1,13
6018,58.78910972,62.12275492,1,0,0,38,0,5
6019,59.07502376,62.33372073,1,0,0,38,0,5
6020,58.77890195,61.79571401,1,0,0,38,1,7
6021,60.36975035,63.48095268,1,0,0,38,0,0
6022,61.68468192,64.13522276,1,0,0,38,0,0
6023,61.07977637,64.40380211,1,0,0,38,0,0
6024,62.0282562,64.84524181,1,0,0,38,0,0
6025,61.5710983,62.31364671,1,0,0,38,0,0
6026,60.19226882,61.41446928,1,0,0,38,0,5
6027,61.44907696,62.15407306,1,0,0,38,0,0
6028,63.59119666,61.93718838,1,0,0,38,0,3
6029,64.38152114,61.23271745,1,0,0,38,0,6
6030,63.47349492,61.42054635,1,0,0,38,0,3
6031,62.58189347,61.16199993,1,0,0,38,0,1
6032,3.405558989,2.297176381,1,0,0,39,0,0
6033,6.194252548,4.030502562,1,0,0,39,0,0
6034,8.125650628,8.018995137,1,0,0,39,0,0
6035,9.998977679,10.16871928,1,0,0,39,0,0
6036,12.82031424,12.63612719,1,0,0,39,0,0
6037,15.86209951,13.92253455,1,0,0,39,2,11
6038,18.33197925,16.96627155,1,0,0,39,0,4
6039,20.89050554,19.37868725,1,0,0,39,0,0
6040,22.70211511,21.50736772,1,0,0,39,0,0
6041,26.67862103,21.9598235,1,0,0,39,0,0
6042,27.54264763,22.49896442,1,0,0,39,0,0
6043,30.10028502,24.30938138,1,0,0,39,1,1
6044,32.46807246,25.83728129,1,0,0,39,3,9
6045,32.54298582,27.14830062,1,0,0,39,4,14
6046,34.59217227,27.34383075,1,0,0,39,2,20
6047,38.04447046,28.15009647,1,0,0,39,1,16
6048,37.98981768,29.24843124,1,0,0,39,3,21
6049,39.4027192,29.5955931,1,0,0,39,2,13
6050,40.38135316,30.32241199,1,0,0,39,0,6
6051,41.7619703,31.42021589,1,0,0,39,0,1
6052,40.76227284,33.19807553,1,0,0,39,1,1
6053,43.43264373,33.16718615,1,0,0,39,0,0
6054,44.11152473,35.05277095,1,0,0,39,0,2
6055,44.41388837,36.30070658,1,0,0,39,0,3
6056,46.6470085,36.14304371,1,0,0,39,5,16
6057,46.85115139,36.65009045,1,0,0,39,5,21
6058,47.01898357,36.04641691,1,0,0,39,5,20
6059,48.87198024,36.63377414,1,0,0,39,3,35
6060,47.91497894,36.75521324,1,0,0,39,6,32
6061,46.88359372,36.3721282,1,0,0,39,6,20
6062,48.18883276,36.72775708,1,0,0,39,7,36
6063,48.42871535,38.10917766,1,0,0,39,8,28
6064,49.48137956,38.07112143,1,0,0,39,10,25
6065,49.05820219,39.72150431,1,0,0,39,4,21
6066,50.21165703,41.79280372,1,0,0,39,0,2
6067,50.98981265,42.04577425,1,0,0,39,0,2
6068,49.34249936,42.42341196,1,0,0,39,1,2
6069,48.50106538,43.34891941,1,0,0,39,0,1
6070,46.59504466,44.13011574,1,0,0,39,0,0
6071,48.26954855,44.22644228,1,0,0,39,0,0
6072,49.19353284,44.93196121,1,0,0,39,0,0
6073,49.81543392,45.08358225,1,0,0,39,0,0
6074,50.29444143,44.26937689,1,0,0,39,0,0
6075,51.87992792,43.68203857,1,0,0,39,0,0
6076,52.33589339,45.32292382,1,0,0,39,0,0
6077,53.42549405,44.89985524,1,0,0,39,0,0
6078,53.16287966,44.76328186,1,0,0,39,0,0
6079,52.81367839,45.31975279,1,0,0,39,0,0
6080,52.26611831,45.78117245,1,0,0,39,0,0
6081,51.54048614,44.56010184,1,0,0,39,0,0
6082,51.32713236,46.16192091,1,0,0,39,0,0
6083,52.39441876,47.93883073,1,0,0,39,0,0
6084,53.94762528,47.3798045,1,0,0,39,0,0
6085,53.02368893,49.98257472,1,0,0,39,0,2
6086,53.06437068,48.78748473,1,0,0,39,0,0
6087,52.54312169,49.41275162,1,0,0,39,0,2
6088,53.45049267,48.66361667,1,0,0,39,0,0
6089,54.19212978,48.5573288,1,0,0,39,0,0
6090,55.30113847,49.65160036,1,0,0,39,0,0
6091,54.7058232,48.6041988,1,0,0,39,0,0
6092,54.69898667,48.30155515,1,0,0,39,0,0
6093,56.62439978,47.87038139,1,0,0,39,0,0
6094,56.11274696,47.30567807,1,0,0,39,0,0
6095,57.12730333,46.91934487,1,0,0,39,0,0
6096,55.46437994,48.38680685,1,0,0,39,0,0
6097,55.34565943,48.05835968,1,0,0,39,0,0
6098,56.23743188,48.52772206,1,0,0,39,0,0
6099,57.11121332,47.51121073,1,0,0,39,0,0
6100,57.42706587,47.5586098,1,0,0,39,0,0
6101,57.30377729,47.64226254,1,0,0,39,0,0
6102,57.16560051,46.14355978,1,0,0,39,0,0
6103,57.89586506,44.88115464,1,0,0,39,0,0
6104,58.45096835,45.64648398,1,0,0,39,0,0
6105,59.0414225,43.71874375,1,0,0,39,0,0
6106,60.59729337,44.30751051,1,0,0,39,0,1
6107,57.79915046,46.03266468,1,0,0,39,0,0
6108,57.00647113,44.9112129,1,0,0,39,0,0
6109,56.46564074,45.6083062,1,0,0,39,0,0
6110,55.22172294,45.13135361,1,0,0,39,0,0
6111,54.58575251,45.24957568,1,0,0,39,0,0
6112,54.97528932,44.1287913,1,0,0,39,0,0
6113,54.04751643,43.37518299,1,0,0,39,0,1
6114,55.38311659,42.51685463,1,0,0,39,0,1
6115,56.75469355,42.69210129,1,0,0,39,0,0
6116,55.92932314,41.61913607,1,0,0,39,0,3
6117,55.57531937,42.62422655,1,0,0,39,0,1
6118,54.71315315,41.50716917,1,0,0,39,1,4
6119,54.20499506,41.15006404,1,0,0,39,1,4
6120,53.45515428,41.58287878,1,0,0,39,0,1
6121,53.24110951,41.96473499,1,0,0,39,0,1
6122,52.90094572,40.10494672,1,0,0,39,0,6
6123,54.20392511,40.17437762,1,0,0,39,1,8
6124,54.6009582,40.6946561,1,0,0,39,1,6
6125,54.53889434,42.18481176,1,0,0,39,0,1
6126,54.27803817,43.02993302,1,0,0,39,0,1
6127,53.89990205,43.82791334,1,0,0,39,0,0
6128,53.52704777,43.89369635,1,0,0,39,0,0
6129,52.53747998,44.19193245,1,0,0,39,0,0
6130,53.49761702,45.35035957,1,0,0,39,0,0
6131,54.1020128,44.29727003,1,0,0,39,0,0
6132,53.93116157,42.1315262,1,0,0,39,0,1
6133,52.18727675,42.75565134,1,0,0,39,0,0
6134,51.40337707,42.52532908,1,0,0,39,0,1
6135,51.40006501,43.0440393,1,0,0,39,0,0
6136,51.64817903,43.3428209,1,0,0,39,0,0
6137,51.51267167,42.48398015,1,0,0,39,0,1
6138,50.02790421,43.12168245,1,0,0,39,0,1
6139,49.31721979,43.60508581,1,0,0,39,0,1
6140,49.69618188,42.34322022,1,0,0,39,1,2
6141,49.14315802,41.01340952,1,0,0,39,1,7
6142,48.88506316,42.22896938,1,0,0,39,1,2
6143,50.11316242,44.44444038,1,0,0,39,0,0
6144,50.9742912,45.17423714,1,0,0,39,0,0
6145,52.83207252,43.06309135,1,0,0,39,0,0
6146,52.39016077,43.3146979,1,0,0,39,0,0
6147,52.37391595,43.5269868,1,0,0,39,0,0
6148,52.67116509,42.16864363,1,0,0,39,0,1
6149,52.15592568,41.53087219,1,0,0,39,0,3
6150,51.59141816,42.04876488,1,0,0,39,0,2
6151,51.21732603,42.34930024,1,0,0,39,0,2
6152,49.96952379,43.41407795,1,0,0,39,0,1
6153,50.3312775,42.56806368,1,0,0,39,0,2
6154,50.16129497,42.80055838,1,0,0,39,0,1
6155,51.84401997,42.63069133,1,0,0,39,0,0
6156,51.36689675,43.37043579,1,0,0,39,0,0
6157,52.36913883,42.39297131,1,0,0,39,0,1
6158,52.07545199,42.06135969,1,0,0,39,0,0
6159,51.64614339,41.13353072,1,0,0,39,0,2
6160,52.68570604,41.17046649,1,0,0,39,0,2
6161,55.38096605,39.15165612,1,0,0,39,3,17
6162,53.73123572,37.16648845,1,0,0,39,3,19
6163,53.57279834,37.99233553,1,0,0,39,2,17
6164,53.96760395,37.50252623,1,0,0,39,3,20
6165,52.80834256,37.17104963,1,0,0,39,4,15
6166,53.2616018,37.36348638,1,0,0,39,2,16
6167,52.82524282,36.65304829,1,0,0,39,4,15
6168,52.4954735,37.7351725,1,0,0,39,1,16
6169,53.29633702,36.78056229,1,0,0,39,4,18
6170,54.06411162,37.30043028,1,0,0,39,3,21
6171,54.36039576,36.66788312,1,0,0,39,3,23
6172,53.1217284,38.27121838,1,0,0,39,2,14
6173,53.75415349,38.255476,1,0,0,39,4,19
6174,53.26884093,37.69241756,1,0,0,39,2,13
6175,52.76865209,37.69399652,1,0,0,39,2,15
6176,52.4513961,36.96702016,1,0,0,39,4,15
6177,52.9407481,36.64907151,1,0,0,39,4,16
6178,53.83561191,34.33061915,1,0,0,39,0,4
6179,53.87544396,35.37587092,1,0,0,39,1,10
6180,54.04535047,36.50010879,1,0,0,39,1,18
6181,53.97278671,36.9135568,1,0,0,39,3,19
6182,52.83985693,38.81661474,1,0,0,39,3,11
6183,53.64395657,38.42094476,1,0,0,39,4,19
6184,51.56262527,38.50974362,1,0,0,39,1,18
6185,52.2124804,37.86694856,1,0,0,39,1,16
6186,53.03149548,37.19881925,1,0,0,39,4,15
6187,53.8918309,36.96730418,1,0,0,39,2,19
6188,52.91757518,35.37999995,1,0,0,39,1,12
6189,4.663426671,2.202938006,1,0,0,40,0,0
6190,7.320481351,4.176243483,1,0,0,40,0,0
6191,9.815161814,7.424113557,1,0,0,40,0,0
6192,12.83002574,9.95315954,1,0,0,40,0,0
6193,14.4943835,12.74584845,1,0,0,40,0,6
6194,17.11551623,11.30406864,1,0,0,40,4,23
6195,19.51653685,13.3321415,1,0,0,40,3,22
6196,22.7243584,15.43363274,1,0,0,40,0,0
6197,26.10707949,18.46243122,1,0,0,40,0,0
6198,26.63243597,21.32493145,1,0,0,40,0,0
6199,29.75487777,22.54108628,1,0,0,40,0,1
6200,32.37900304,24.08922939,1,0,0,40,0,4
6201,34.98073112,24.97919398,1,0,0,40,2,9
6202,36.29646191,24.6654918,1,0,0,40,1,9
6203,39.90759372,26.12447852,1,0,0,40,0,9
6204,40.63721054,24.61432504,1,0,0,40,3,16
6205,41.09536593,24.95251083,1,0,0,40,4,13
6206,41.48121406,26.12145031,1,0,0,40,1,11
6207,44.12094267,25.94745511,1,0,0,40,0,4
6208,44.68144535,26.27173558,1,0,0,40,0,2
6209,44.91705866,25.79496685,1,0,0,40,0,2
6210,46.43904733,26.01462073,1,0,0,40,0,0
6211,46.65906653,28.13523154,1,0,0,40,0,0
6212,47.20298973,30.05307865,1,0,0,40,0,0
6213,48.31479485,31.19749789,1,0,0,40,0,2
6214,47.57365934,31.03247433,1,0,0,40,0,1
6215,48.25635773,31.31067479,1,0,0,40,0,2
6216,50.66138481,32.00104957,1,0,0,40,0,4
6217,50.3984191,32.60304723,1,0,0,40,1,6
6218,52.11283858,32.82762727,1,0,0,40,0,3
6219,50.71706237,33.94737643,1,0,0,40,2,12
6220,51.56445903,34.82346683,1,0,0,40,2,13
6221,52.64760786,36.41800118,1,0,0,40,4,15
6222,51.93436282,36.92088459,1,0,0,40,5,18
6223,52.89471296,37.26142609,1,0,0,40,4,15
6224,52.82679956,37.41875704,1,0,0,40,3,15
6225,54.87756113,37.84556581,1,0,0,40,5,22
6226,56.19377218,37.99290474,1,0,0,40,7,19
6227,55.83350313,36.81107366,1,0,0,40,4,17
6228,57.56179653,37.19428262,1,0,0,40,3,13
6229,57.82731037,36.28760844,1,0,0,40,1,10
6230,54.11142624,34.97064413,1,0,0,40,0,11
6231,53.77437973,34.56601329,1,0,0,40,0,8
6232,53.83095946,37.03488579,1,0,0,40,2,19
6233,52.46458996,36.96691204,1,0,0,40,4,15
6234,52.3403197,37.92031257,1,0,0,40,1,16
6235,51.37247303,39.66431099,1,0,0,40,1,9
6236,52.28179825,39.29894396,1,0,0,40,1,9
6237,52.68983704,38.56292293,1,0,0,40,3,12
6238,54.05453295,39.76983715,1,0,0,40,1,10
6239,54.15177056,41.16222789,1,0,0,40,1,4
6240,53.56594224,40.43148959,1,0,0,40,1,8
6241,52.23259921,38.95900352,1,0,0,40,1,12
6242,53.10921308,39.32600239,1,0,0,40,0,9
6243,51.23005721,39.91165304,1,0,0,40,0,8
6244,50.1915591,40.05803992,1,0,0,40,1,16
6245,49.65111467,40.78354025,1,0,0,40,1,8
6246,48.64731758,41.45304889,1,0,0,40,1,5
6247,48.53964016,41.41146499,1,0,0,40,1,5
6248,49.8207187,42.35705379,1,0,0,40,1,2
6249,50.21847843,42.37288166,1,0,0,40,0,2
6250,53.02711232,42.33135654,1,0,0,40,0,1
6251,53.69318243,41.89575022,1,0,0,40,0,1
6252,52.62652352,41.07044893,1,0,0,40,0,3
6253,51.91537356,39.70719344,1,0,0,40,1,8
6254,51.43087194,38.71897031,1,0,0,40,1,20
6255,51.55890277,37.7656102,1,0,0,40,2,18
6256,52.17961752,39.98343928,1,0,0,40,1,6
6257,52.04625702,39.51225604,1,0,0,40,1,8
6258,51.65284943,40.76490476,1,0,0,40,0,2
6259,50.49447631,43.49009981,1,0,0,40,0,1
6260,49.68327319,42.25392054,1,0,0,40,1,2
6261,50.04117523,43.59952549,1,0,0,40,0,1
6262,51.73777077,45.69739161,1,0,0,40,0,0
6263,51.82855798,45.42259997,1,0,0,40,0,0
6264,50.46331546,47.96247191,1,0,0,40,0,0
6265,49.29957081,45.62719056,1,0,0,40,0,0
6266,51.21812017,44.39600059,1,0,0,40,0,0
6267,49.70837959,44.78955756,1,0,0,40,0,0
6268,48.96871855,45.84094719,1,0,0,40,0,0
6269,49.62544375,46.14343543,1,0,0,40,0,0
6270,49.50162066,45.57304909,1,0,0,40,0,0
6271,49.64591118,46.43011528,1,0,0,40,0,0
6272,50.18056277,47.78313942,1,0,0,40,0,0
6273,51.08042436,48.11875541,1,0,0,40,0,0
6274,50.03619274,48.01339324,1,0,0,40,0,0
6275,51.39972974,49.12784535,1,0,0,40,0,2
6276,50.48574008,50.61396883,1,0,0,40,1,11
6277,48.90767303,52.00329409,1,0,0,40,5,39
6278,50.86286597,50.77447504,1,0,0,40,2,10
6279,50.01017482,50.75714288,1,0,0,40,2,13
6280,50.59891051,49.69892459,1,0,0,40,0,4
6281,51.28247672,48.86321144,1,0,0,40,0,2
6282,52.58016353,46.85378229,1,0,0,40,0,0
6283,53.05373135,46.94244489,1,0,0,40,0,0
6284,51.59825057,47.45463885,1,0,0,40,0,0
6285,51.78377528,48.35431965,1,0,0,40,0,0
6286,50.98764763,47.82209332,1,0,0,40,0,0
6287,50.91238967,46.69530941,1,0,0,40,0,0
6288,50.84463044,45.63119432,1,0,0,40,0,0
6289,51.09519529,44.54324018,1,0,0,40,0,0
6290,51.5871224,44.63555009,1,0,0,40,0,0
6291,49.09018068,44.12838009,1,0,0,40,0,1
6292,49.93005775,42.99625669,1,0,0,40,0,1
6293,49.31949164,43.3520864,1,0,0,40,0,1
6294,48.26051293,42.89065978,1,0,0,40,0,1
6295,47.6640517,42.44233795,1,0,0,40,0,1
6296,48.27955981,41.79516142,1,0,0,40,1,3
6297,49.11825563,40.91630631,1,0,0,40,1,7
6298,47.22886628,41.29132395,1,0,0,40,0,5
6299,46.38364,42.23075593,1,0,0,40,0,0
6300,45.60594834,40.25303299,1,0,0,40,2,4
6301,46.03625099,39.21142263,1,0,0,40,1,6
6302,45.05061685,39.49410807,1,0,0,40,2,4
6303,44.13148173,39.52329753,1,0,0,40,1,2
6304,43.90058346,40.82645142,1,0,0,40,0,2
6305,43.4695715,40.12826152,1,0,0,40,0,2
6306,41.87593264,39.66430343,1,0,0,40,0,0
6307,39.260685,40.18284044,1,0,0,40,0,0
6308,40.92983896,39.62345067,1,0,0,40,0,0
6309,40.43344073,39.15926505,1,0,0,40,0,0
6310,39.90318514,37.59557888,1,0,0,40,0,0
6311,40.71095381,38.42199915,1,0,0,40,0,0
6312,40.51159685,39.226263,1,0,0,40,0,0
6313,40.92137101,40.40980804,1,0,0,40,0,0
6314,41.12427176,40.68472044,1,0,0,40,0,0
6315,41.47759746,39.54198133,1,0,0,40,0,0
6316,41.42933398,39.25541508,1,0,0,40,0,0
6317,40.72351697,38.16243793,1,0,0,40,0,0
6318,39.27675253,36.91407513,1,0,0,40,0,0
6319,38.57892548,37.20929049,1,0,0,40,0,0
6320,38.84142584,37.71768728,1,0,0,40,0,0
6321,37.912626,37.77270283,1,0,0,40,0,0
6322,37.89858518,37.80177454,1,0,0,40,0,0
6323,37.6975743,36.7411177,1,0,0,40,0,0
6324,38.32939417,36.0777525,1,0,0,40,0,0
6325,39.19601292,36.49114241,1,0,0,40,0,0
6326,38.7774875,35.69798623,1,0,0,40,0,0
6327,38.23422233,35.83067033,1,0,0,40,0,1
6328,39.50194634,34.69985035,1,0,0,40,0,1
6329,41.58969699,36.01989299,1,0,0,40,0,0
6330,41.46652863,35.72918408,1,0,0,40,0,0
6331,42.19627124,35.66041292,1,0,0,40,0,0
6332,42.73844216,35.20935871,1,0,0,40,0,0
6333,43.29107304,34.30971911,1,0,0,40,0,0
6334,42.10899739,33.30255505,1,0,0,40,0,1
6335,42.18489061,33.79411238,1,0,0,40,0,1
6336,42.92725141,33.97244934,1,0,0,40,0,0
6337,42.63160753,32.31541446,1,0,0,40,0,1
6338,42.79505068,30.99059406,1,0,0,40,0,0
6339,42.74395957,30.54367885,1,0,0,40,0,0
6340,44.02593916,31.40008496,1,0,0,40,0,0
6341,45.43219468,30.90465124,1,0,0,40,0,0
6342,44.08778289,30.60003794,1,0,0,40,0,0
6343,44.8234703,29.67453251,1,0,0,40,0,0
6344,45.0167699,29.29988882,1,0,0,40,0,0
6345,44.37496872,30.92282445,1,0,0,40,0,0
6346,44.44797614,30.73053763,1,0,0,40,0,0
6347,43.78220108,29.57625322,1,0,0,40,0,0
6348,43.57124761,29.03641108,1,0,0,40,0,0
6349,43.8017613,29.99436846,1,0,0,40,0,0
6350,45.03786033,30.92633806,1,0,0,40,0,0
6351,44.02792398,30.75218863,1,0,0,40,0,0
6352,42.08343039,28.10130394,1,0,0,40,0,2
6353,44.369796,27.98922347,1,0,0,40,0,0
6354,44.04308223,29.02133814,1,0,0,40,0,0
6355,1.926020459,3.903846438,1,0,0,41,0,0
6356,4.768299444,6.242957837,1,0,0,41,0,0
6357,7.054053093,8.419088138,1,0,0,41,0,0
6358,11.18339219,12.50068548,1,0,0,41,0,0
6359,13.0820025,15.53112613,1,0,0,41,0,1
6360,14.29151693,18.98055813,1,0,0,41,1,10
6361,16.52597505,21.77414536,1,0,0,41,0,2
6362,16.52690216,22.86450245,1,0,0,41,0,1
6363,19.33309541,24.97778436,1,0,0,41,0,0
6364,21.24288657,27.3850169,1,0,0,41,0,0
6365,21.79138399,30.01793682,1,0,0,41,0,0
6366,23.7305988,32.49837886,1,0,0,41,0,0
6367,26.0013618,33.57738276,1,0,0,41,0,0
6368,27.74106846,35.043349,1,0,0,41,0,0
6369,28.25191092,35.68130252,1,0,0,41,0,0
6370,30.46118518,37.01785078,1,0,0,41,0,0
6371,34.36140075,36.98103129,1,0,0,41,0,0
6372,34.83926045,38.54359041,1,0,0,41,0,0
6373,36.2186192,40.80557414,1,0,0,41,0,0
